hotel_name,rating,title,content
Hotel St. Augustine,3.35,We were a bit disappointed for the quality of the hotel.,Bad: Best days of this hotel are far behind and the interior would need a major upgrade. When you enter the Room you first notice a bad smell due to combination of moisture and lack of proper ventilation. The air condition was extreamely noisy. You can also hear all voices from the corridor and other rooms. Good: Good location. There was a comlimentary coffee machine available at the lobby. Good bed.
Hotel St. Augustine,4.15,The perfect Location,Bad: No pool :(. Good: The perfect Location
Hotel St. Augustine,4.4,Nice clean and quiet,"Bad: The only disadvantage is lack of elevator, however it's quite common in Ar Deco hotels. However you could ask for ground floor room. Good: I loved staying there. The hotel located between 4th and 3d streets. It's quiet part of seashore, there was much less noise than at Ocean drive. 5-7 min to the beach. Good wi-fi. Reasoable breakfast with cereals and cookies."
Hotel St. Augustine,1.65,Just skip it,"Bad: Not clean, nothing worked, noisy, old and worn-out. Good: Nothing"
Hotel St. Augustine,3.75,2 night stopover,"Bad: Darkness of room in Daylight. Good: Great simple breakfast and location for South Beach, pleasant approachable Host"
Hotel Royal,4,Beautiful Hotel,"I recently stayed at the beautiful Hotel Royal and it was great! The room was clean, the staff was friendly and the location was fantastic! The room was a bit on the small side, but it's just a place to sleep so that wasn't a huge issue. I will warn you that they did have the smallest shower I have... More"
Hotel Royal,5,Perfect location for a great price!,"The hotel was a pleasant surprise. Perfectly located in the French Quarter and 1 block from Bourbon Street. I stayed in a petite room - but was impressed by the updated and clean rooms/bathrooms. Upon arrival, the staff were warm and welcoming - even carried my luggage up the 2 flights of stairs to the room. Air conditioned rooms, free... More"
Bay Pointe Inn Restaurant,4,Very nice place to stay,"My wife and I have stayed at the Bay Pointe Inn several times in the past 6 years that we have been married. We stayed there the night of our wedding and as anniversary stays on a couple occasions. We have enjoyed the experience every time. Courteous staff, nice clean sharp accommodations and a very nice restaurant."
Hampton Inn Potomac Mills/Woodbridge,5,clean rooms,"As a traveling superintendent ,I was there for two weeks and had a great stay, the breakfast was a nice bonus , liked that they had a to go breakfast available , and the coffee was good, referred a business associate to stay there he will be staying for 60+ days also"
Hampton Inn Potomac Mills/Woodbridge,3,A Peaceful Evening,"Well, we arrived at our hotel and I had done the pre-checking in thing (like we can do for airplane seating etc) I had chosen my room and everything was good. Oh, by the way, if they could only show where the parking lot is located when you are chosing your room that would be great. I had some things... More"
Hampton Inn Potomac Mills/Woodbridge,5,Home Away from Home,"The staff and the level of service at this Hampton Inn were amazing. They are very polite and helpful. Whenever I'm in the Alexandria, VA area, I always choose this Hampton Inn because of the service they provide and the environment while in their facility. The rooms are clean and comfortable while you are away from home."
Hampton Inn Potomac Mills/Woodbridge,4,Going back,"Stayed here a couple of weeks ago on a trip south. Needed to get past D.C. This is very good. Just inside VA and easy on and off. Courteous staff, clean.. A real good Hampton. Good restaurants near by. I'm stopping there again next week."
Hampton Inn Potomac Mills/Woodbridge,4,Halloween 2015,"This was my second time at this hotel. I'm glad that I had stayed here before because this trip was not too comfortable, at least at first. Due to an unforeseen situation I was unable to get there before the wee hours of the morning. I wanted nothing more than to take a hot shower and crash. Luckily, i was... More"
Quality Inn Suites Medical Park,5,Good Stay,"A good room at a good rate. Ive seen better breakfast, but I have seen a lot worse. There is plenty of parking, security seems good and the bed was comfortable."
Best Western Orange Plaza,4,"Nice hotel, great staff!","Our hotel room was spotless. The staff were so helpful and caring. They helped us out with our car. It's rare to find people who will help a stranger. We stay here frequently since my daughter goes to Chapman University. It's not in the most picturesque location, but everything else about it is great."
Best Western Orange Plaza,4,Loved it!!,"The overall stay was great, the staff I had contact with was great. the room was better than expected, we had the room with 3 beds which has the 3rd bed in it's own little room which my Daughter and her friend loved. The beds were comfortable and the TV was great. We did have a problem with the refrigerator... More"
The Academy Hotel Colorado Springs,5,Perfect!,"This is the sixth time we've stayed here. Great rooms, excellent service, and a sweet breakfast with a make omelettes to order chef! Close to USAFA and lots of good stuff. Colleen is the bomb, and will give you wonderful personal service!"
Ramada Plaza Hawthorne/LAX,4,Great stay,Friendly staff clean and comfortable Surroundings Home away from home Shuttle needs to run at least till midnight shuttle ends at 10pm
Economy Inn Suites,4,Weekend visit,"Nice room, clean and comfortable. Bathroom was roomy with great shower head, shower curtain and granite countertop. They provide a coffee station, refrigerator and microwave. We will definitely stay here again while visiting family. One of the nicest Super 8's we have stayed."
Economy Inn Suites,4,Probably my last stay,The rooms and service are good but my rate went up over what my company wants to pay. I will have to find a lower rate in Henderson or I will have to stay in Owensboro where I have a lower rate.
Holiday Inn Express Suites Fort Worth Downtown,5,Great Hotel and Staff!,"I stayed here for one night for business. I am a Marriott person myself, but was pleasantly surprised! I would compare it to a Marriott Courtyard! The room was very nice and clean and the staff was friendly. The hot breakfast included eggs, sausage, biscuits, hot cinnamon rolls, pancakes, bagels, toast, etc. and was wonderful! I would highly recommend it!"
La Quinta Inn Suites San Antonio Northwest,3,recent stay,"Hotel is clean, staff is friendly. Breakfast may be a hit or miss, guess depends on who is preparing the food. Depending on where your room is located you can end up with considerable noise from the traffic on 1604. Third stay at this hotel, two good stays and last one is so so. Believe they changed management recently as... More"
La Quinta Inn Suites San Antonio Northwest,5,Always excellent,"Stay at this hotel about 4 times per year. Always friendly staff, decent breakfast, comfortable mattress and clean. Easy to find right past Bandera exit off 1604 NW, San Antonio, Tx. Never have any problems. Very reliable quality of service."
La Quinta Inn Suites San Antonio Northwest,5,Trap shoot,Very Nice Hotel very clean. was very close to event. Had good breakfast served in the morning. Was close to shopping for the wife. Lots of restaurant close to Hotel. Easy excess to Highway. Was impressed with the Beds.
La Quinta Inn Suites San Antonio Northwest,5,Excellent Service and Staff,"I was extremely impressed with how Stephanie handled my check-in at this Hotel Also, the checkout clerk was Awesome, as well...She was very friendly at time of check out... Great Service!! Loved the room and the setup... Sergio"
La Quinta Inn Suites San Antonio Northwest,3,It served its purpose,"We were late in booking on a holiday weekend, so we booked what was available. I probably wont choose this again, unless we are in the same situation, and in that case, I would probably still pay for better. Not the worst hotel, but could be way better. Breakfast was no bueno, we only tried it one day. Our bathroom... More"
Pine Barn Inn,5,Everything was excellent,"Stopped here after my son's Doctor visit at Geisinger. Very relaxing, enjoyable atmosphere, excellent service and the food was exceptional."
Pine Barn Inn,5,Mom,"I went to the Pine Barn for a baby shower and it was beautifully decorated, quiet and wonderful service. So wonderful to have a historic Inn in our area!"
Wildflower Inn,4,Clean and Spacious,Check in and out was pretty easy. The vanity part of the bathroom was pretty spacious to put all of your toiletries on. The bathroom space was pretty big because it was also geared for a handicapped person. The shower head was on a slide bar so you can adjust it up and down. The bed and pilllows were pretty... More
Wildflower Inn,5,Most beautifull view,"We got a free upgrade to a room with a jacuzi. It was right in the middle of the bed room... too funny! The beds where fine, the staff was great but the view from the top deck during breakfast....breathtaking!!!! I would go back in a heartbeat!"
Wildflower Inn,5,Amazing Front Desk Agent,When I arrived at the hotel the service I received from Shannon at the front desk was absolutely amazing.. She helped me take my luggage upstairs without any hesitation. She later called my room to make sure everything was acceptable to my needs and then she was back in the morning to help me all over again.. The kind of... More
Wildflower Inn,4,"Comfy room, good breakfast and helpful staff","Due to a computer glitch with the booking agent, the staff could not find our booking in the hotel's system. The staff was quick to accommodate and gave us a room (upgrade with no charge). The breakfast was good: multi-grain bagels, waffle etc. Location is just across the trailhead of the courthouse butte. We can park at the hotel and... More"
Econo Lodge,1,"Bugs, Bad Service, and Bad Price.","For our 75.68 Hotel room for one night we walked into the room and my girlfriend walked into the bathroom and the toilet was not working properly, then she went to turn on the bath and bugs were crawling around in it. When we asked for our money back to switch to a different hotel the clerk refused and we... More"
Hampton Inn & Suites Dodge City,5,"Great hotel, AMAZING service!","I recently stayed at the Hampton Inn Suites in Dodge City on my way to and from a training in KS. When I checked in on Sunday night, Paul greeted me and made sure I had a quiet room on the top floor. It was during a heat wave, and the bottle of water he offered was much appreciated.... More"
Hampton Inn & Suites Dodge City,5,Very comfortable and good location,"Kansas being one of the last remaining states for us to visit all 50, we decided on Dodge City as a stop. A bit road weary we up scaled to the Hampton from the rural stops we had been making. Staff was very good and helpful and one of the previous reviewers had a great suggestion of a protected walkway... More"
Hampton Inn & Suites Dodge City,5,Dodge City Hampton Inn Suites,The Dodge City Hampton Inn and Suites was a pleasant and comfortable stay. My only complaint is that they switched out the biscuit and gravy for French toast sticks. but the food was very good and the rooms were clean as well as roomy.
Hampton Inn & Suites Dodge City,5,Great Hotel,"The staff are very friendly and willing to assist you with whatever need you may have. The rooms are modern and reasonably priced, the Internet is fast and free for Hilton Honors members. There is a casino right next door, I don't really gamble so I can't review it."
Hampton Inn & Suites Dodge City,5,Would give a solid 10 if it were not because of doors noise from adjacent rooms.,"Very helpful and friendly staff, always taking care of my needs. Special thank you to Analy and Omar Andrade for responding to my requests. Lots of warm smiles and willingness to make you feel at home."
Hampton Inn & Suites Dodge City,5,enjoyable stay,"My overall experience at Hampton Inn in Dodge City, ks was excellent. The staff is very professional and courteous. The accommodations were excellent. The atmosphere is pleasant for all ages. The room was spacious and great for relaxing. Breakfast was delicious."
Holiday Inn Express & Suites Baton Rouge East,5,Great Stay,"Sold our house and couldn't move into new house for several weeks. Spent a week at this hotel. The staff was VERY accommodating. Marilynn, who serves the free breakfast, was very nice and welcoming. Housekeeping did a great job as well."
Arizona Mountain Inn & Cabins,5,"Perfect Getaway, Everything We Needed","We had a 3-day business planning retreat here. We wanted an environment different from the average, away from the day-to-day, where we could unplug, unwind and connect fully with what is important. This was perfect. We rented the entire bed and breakfast. Way better than a typical hotel. Started each day with a brisk long walk in the fresh air... More"
Arizona Mountain Inn & Cabins,3,"Cozy, great views, but overpriced, cabins need some updating, and inflexible (unfair) policies","I have now stayed here for 3 seasons-2013, 2014 and 2015. Not sure I will return next time. The front desk staff have ALWAYS been terrific and helpful, friendly, but the owners' strict adherence to some polices that are not really reasonable given choices provided elsewhere are at issue. Add to that, the fact that the furnishings, while adequate, are... More"
Arizona Mountain Inn & Cabins,5,Cabin Getaway,"Had a blast at Arizona Mountain Inn. Cabins are really neat, fully equipped, and the staff goes above and beyond expectations to make you feel comfortable. If you're looking for that log-cabin experience, this is the place for you. Winter skiing, hiking, fishing, hunting, golfing.... all nearby. Super vacation!"
Arizona Mountain Inn & Cabins,5,Cozy Cabin,"We stayed for 6 nights in Cabin 5. It was more spacious than it looked on the website photographs. It did not feel crowded or squished. And the reading room was cute--nice place to sit quietly. The cabins are neither fancy nor shabby, just good old-fashioned cabins with functional kitchenettes or full kitchens that are equipped with most of what... More"
Arizona Mountain Inn & Cabins,4,We had a wonderful 1 night stay,"This would have been a five star review except they really need to update the place. It doesn't cost much toast least get some new towels and bedspreads. Other than that, it was just great! We were traveling with our too large dogs and they were able to hang outside on the deck with us and hike in the forest... More"
Hollywood Motel,5,FREE wireless network! FREE HBO! FREE phone calls! FREE parking!,I came to know that this motel is newly renovated so I wanted to check it out. The rate was very reasonable. I found that the room was clean and comfortable (I stayed for 7 nights) and the room included a microwave and fridge. They had smoking and non smoking rooms which I was pleased with since other motels near... More
Stonebrook Lodge,5,Best Hotel in Cherokee,"I've stayed at several hotels in the area, but this is favorite. It is clean, spacious, comfy, and close to th casino. But their greatest asset is the woman checking you in. I wish I could remember her name. Super nice and friendly and helpful. I'm so glad I found this place. Note: website was showing sold out but we... More"
Stonebrook Lodge,4,Return trip home,"Stopped on way home from Hilton Head - location directly across from casino. Room was clean, wifi slow, bed cheap, breakfast adequate continental plus a waffle maker. Cereal, packaged muffins, juice etc. Staff friendly - Cherokee reservation"
Hampton Inn & Suites Coeur d'Alene,5,Pleased,We stayed here as a weekend get away. First time staying at this location. We definitely would stay again. I had wonderful treatments at the spa across the street. Loved the pool area and hot tub and location of ice machine. The fresh fruit water everyday in the lobby was great.
Hampton Inn & Suites Newport/Middletown,5,Excellent Stay Dennis was the best!!,"Clean comfortable hotel. Dennis the shuttle driver provided a tour into Newport and back to the hotel that was better than paid tours in Boston and Manhattan we have been on. He was the highlight of our trip. We are frequent visitors to Newport but never knew the history. We learned the different neighborhoods and restaurant choices other than harbor side. Breakfast on his recommendation was great! The free breakfast at Hampton is not why we stay there. The cleanliness and security is the most important feature to us. Someone needs to recognize Dennis for his efforts!! We will be back because of this A1 service.Thank you for taking the time to share your experience at our hotel with the TripAdvisor community. We appreciate your kind words and compliments regarding the cleanliness, comfort and security of our location. I will be certain to share your accolades with Dennis who will be thrilled to receive them. He is a tremendous asset to our team. We look forward to having you as our guests again upon your return to Newport. Again, thank you for your feedback."
Hampton Inn & Suites Newport/Middletown,5,Pleasant Stay,"The stay was highly satisfactory. We were very impressed with Dan, who was managing the desk. There seemed to be some confusion about the category of room (we were allotted a room meant for handicapped person) but Dan straightened it out within a minute. He was also helpful with neighborhood information. Will stay there if we visit Newport again."
Hampton Inn & Suites Newport/Middletown,3,"Clean, Efficient Hotel - Falls Short in Some Areas",Hotel check-in and check-out is efficient. Common areas and rooms are well maintained. Staff was inconsistent in terms of friendliness. Room's window heat/air unit was a bit noisy for me - but I'm a light sleeper. Breakfast was acceptable - fairly standard for this type of hotel. Had issues with the Internet connection speed.
Hampton Inn & Suites Newport/Middletown,5,We would definitely come back,"The hotel staff was incredibly friendly. They had coffee and tea available in the lobby throughout the day and the night. The included breakfast was different each day and it was quite tasty for a hotel breakfast. I loved the fresh fruit that was in the lobby at all times and the cookies in the evening. Our room was very clean. The only thing I would recommend is that they scrub the hot tub. Although the hotel is not in Newport, it is a straight drive right into the town."
Hampton Inn & Suites Newport/Middletown,5,Delighted,"I've come to expect an excellent level of comfort at Hilton brand hotels, and this Hampton Inn did not disappoint! Spotlessly clean, with friendly staff, free breakfast and comfortable rooms. This hotel also has a shuttle service to downtown Newport, which is very convenient, since parking is at a premium during the summer season."
Snowshoe Motel,4,Economical Jewel,"Right in the middle of Frisco. Very nice management. Rooms are old but are extremely clean. This was my best stay at any economical hotel ever. Simple, in the middle of Main Street and clean. It has great views of the mountains and is in the heart of Frisco. Best buy for the ."
Snowshoe Motel,3,You get what you pay for,"The room was spacious enough, beds were okay, and it had a refrigerator, microwave and coffeemaker, and a complimentary breakfast. That said, the hotel is older --as in, you get an actual key to your room. Yeah that old- the rooms have no air conditioning, just a window fan. It gets hot in the room on warmer days, and of... More"
Americas Best Value Inn-arkansas City,4,They take the Best Value name seriously,"Older style motel split up into 2 or 3 single story buildings, all with exterior, park at your door entry. This arrangement looked odd to me at first but, actually made the whole property feel uncrowded and relaxed. Surrounding grassy areas were nice and the property overall seems to be in great condition. The room was just fine - perfectly... More"
Liberty Inn,5,Best in Winfield!,Stayed here while visiting our Southwestern College student the inn is less than 5 mins. from the college very near downtown Winfield. Inn has a retro feel to it as you pull in it is one story tall and you park your vehicle right outside the door of your room. Owner showed us three rooms and we would have... More
Dover Inn,2,"Horrible! If traveling here for the Dover races, save your and go somewhere else!","I stayed here 2 weekends ago, as I was traveling to the Dover Nascar races. The hotel cost 500 per night due to the races! When we arrived in the room, it was regular motel style...the tv had cigarrette burns in it...the room reaked of smoke (and I say this even though I am a smoker)...and the bathroom looked like... More"
The Colonial Hotel,4,Great Hotel,This hotel has great dinner and breakfast package highly appreciated throughout the region. It make for a great place to hold family get togthers or just for a weekend get away. The staff is very friendly and helpful and makes repeat guests feel like they are coming home. The rooms could stand to be a little updated but the luxury suites are above and beyond.
The Colonial Hotel,4,Decent Hotel for a Night,"The Colonial Hotel is a really decent place. It's neat, clean, and seems to have the amenities one would expect for the price. We booked both a king and double queen room. The king comes with a fridge and microwave while the queen has neither. Good thing we had access to the king. As a long time Tempurpedic mattress user,... More"
Ramada-ankeny,4,best diner,"The room was clean, the amenities nice. Attached is one of the best diners I've ever eaten at, complete with an old-fashioned ice cream fountain that took me back to my youth. Portions were generous and the quality of the food excellent. The motel staff were nice and helpful when possible."
Ramada-ankeny,4,great location,"We had a microwave and fridge in the room. The room showed typical wear-and-tear of most moderately priced motels, but overall it was clean and the bed was comfortable, though a bit high. We were toward the back so had a bit of a walk to the front desk and adjoining restaurant, but that was okay. The staff was nice... More"
Holiday Inn Express & Suites Denver Northeast - Brighton,5,Gorgeous Property!,I decided to stay here to have a quick and easy drive to the airport in the morning. This property is brand new and fabulous. My jaw literally dropped when I went to check out the exercise room! Easy drive to chain restaurants and Target. I wish all properties were like this one!
Comfort Suites-dodge City,5,MUST STAY,"After driving 14 hours, starting out in 60 mph+ winds, finding out interstate was closed due to a rock slide it was time to stop. Front desk staff greeted us with a smile and said they had a room ready. We had just called about a hour before. Told us we where in time for the chefs dinner and we... More"
Pakalana Inn,5,What a fantastic find,"This is a good one, guys! Rooms are convenient and comfortable, with self check-in and number-pad doors that miraculously work. It's small (I think 5 rooms) and walkable to anywhere in Hilo. We stayed in the smallest (read: cheapest) room no. 2. Had everything we needed, even a little kitchenette. It got maybe a bit noisy with the street but... More"
The Westin San Diego Gaslamp Quarter,4,"Close to everything, Clean, Business Hotel Feel","We spent the weekend after New Years at the Westin and enjoyed our stay. Rooms were decent sized, clean, comfortable and had great views. I agree with other reviews that this might not be the hotel for you if you are looking for a fun/romantic getaway. The hotel is attractive but overall feels like a business hotel. No extras -... More"
The Westin San Diego Gaslamp Quarter,5,Great service!!,Stayed at the Westin for 2 nights. Staff is amazing. Location is amazing! Pebbles at the bar is super helpful and sweet!! Very knowledgeable and friendly! If I'm in the gas lamp area again I will definitely just go in and have a drink if Pebbles is working!!
The Westin San Diego Gaslamp Quarter,5,"Immaculate, excellent service, well appointed","Excellent. Gracious clear staff, perfectly cleaned and maintained. It is noteworthy that there is a fee for internet, but the fee was waved for me. Spa and exercise options are very good. The free shuttle from the airport is great."
The Westin San Diego Gaslamp Quarter,3,"Good for business, not so much of a getaway","For a weekend getaway this was a bit of a let down. I would recommend for a business traveler which it seemed geared toward, but for a fun couples weekend in the gas lamp it didn't provide any of the boutiquey extras I've come to expect. The room was small and very generic. The bathroom in particular, the tub was... More"
The Westin San Diego Gaslamp Quarter,5,What a great stay in the gaslamp,I can't say one negative thing about this hotel. When I arrived the bellhops greeted me and showed me inside where I was greeted by a friendly employee and checked in in less than 5 minutes. My room was 437 and was very quiet and had a nice view over the front entry area and up the road - I... More
The Westin San Diego Gaslamp Quarter,5,My Second Time Here -- Excellent Choice for the Business Traveller,"I really like this hotel -- friendly, inviting staff upon arrival, vibrant lobby and bar, and large clean rooms.It is close to the airport and within walking distance of many fine dining opportunities. It is also a short run or walk to the waterfront (about 0.6 miles) and lots of new fitness, shopping, dining, and beautiful pier-side panoramas await those... More"
Hampton Inn Las Vegas North Speedway,5,Great,Loved the stay staff was friendly pool was nice coffee was great! The room was clean and bed extemely comfortable. I don't know what else to right this is making me right a whole story what can I honestly say that 200 characters this is annoying. Worst part of experience this paragraph I was forced to write
Hampton Inn Las Vegas North Speedway,4,Best nights sleep!,"The only downside to this hotel is the service that came with the breakfast buffet. She was rude, abrupt and confrontational when asked any questions. Beyond that I would have easily given this hotel a perfect 5 star rating. It is quiet, beds are so comfortable, front desk is amazing! The location is walking distance to really great food and... More"
Hampton Inn Las Vegas North Speedway,5,Recent stay Hampton inn,"Great service, safe and overall excellent. The staff was very friendly and helpful. The young lady at the front desk printed some directions for me. The location was perfect, right by the freeway. I would stay again."
Courtyard Las Vegas Henderson/Green Valley,4,Great for business travelers!,"Clean, modern, friendly staff and great location to the airport. Food available nearby. It is a quiet and secure neighborhood that is especially good for business travelers. Lives up to the reputation of the brand."
Loews Portofino Bay Hotel at Universal Orlando,3,Good for easy access to Universal theme parks,We stayed at the Loews Portofino Bay because of the proximity to the Universal theme parks and added benefits of express passes and early park admission. We were there for 3 nights and then were booked at another hotel for the remaining nights of our holiday (which didn't end up happening due to Hurricane Matthew). The Good: - The water... More
Loews Portofino Bay Hotel at Universal Orlando,5,Great Experience,"Great choice,a beautiful hotel with a lot of guests but it never felt crowded. The pools were nice and the area was always clean. Every employee that we cam in contact with seemed friendly and they were all very helpful. We loved using the water taxi to go to city walk and come back to the hotel. Although more expensive... More"
Hyatt Regency Grand Cypress,4,Nice week - wonderful grounds and a fun stay,We just returned home from a 6-night stay at the Hyatt Grand Cypress in Orlando. I was impressed with all of that the hotel and its staff did to insure its guests had a great time. There are 2 large pools - one heated (about 90 degrees this week) with a fun slide for the kids and one not heated... More
Hyatt Regency Grand Cypress,4,They made it right,We had dinner at a wonderful restaurant and unfortunatly the waiter spilled wine on my friends white jacket and pants. They sent the clothing the cleaners that night . stains remained but they replaced everything. Golf was amazing Can't wait to return next year for gofl lessons with Harry. We stayed at the villa's and the were so amazing
Hyatt Regency Grand Cypress,4,"Great hotel...except for fees, fees, fees","This is a very large convention hotel with great rooms, typical of Hyatt. The pool area is amazing, with a massive, 24hour pool winding around landscaping and rock formations. There is also a lake with a small beach, bikes, boats and volleyball. I liked the hotel but have a bitter taste for it after the 27 daily resort fee and... More"
Hyatt Regency Grand Cypress,4,Good stay,"Stayed here for 2 nights in January 2015. The lobby area is very impressive with its vast space and 15 floors high ceiling. We were treated to a free glass of bubbly upon arrival, which made a very good first impression. Large and comfortable room with all the necessary amenities and a nice view of the pool, artificial lake and... More"
Hyatt Regency Grand Cypress,4,Nice stay.,"I visited the Hyatt Regency Grand Cypress with my family for spring break during the week of March 29, 2015. I was able to book a hotel and airfare deal with JetBlue a week prior to arriving. The hotel is located within a stones throw of the Disney parks and is situated on a well-manicured grounds surrounded by a host... More"
Hyatt Regency Grand Cypress,5,Complete and picture perfect!,"What a great experience at this property. The valet was superb, the check-in process was so simple, and the room was pristine. Food was great and all of the amenities on the property are ample to stay and enjoy a nice getaway or close enough to everything to go explore."
Hyatt Regency Grand Cypress,5,Amazing experience,"It was amazing experience at Hyatt Recency it's really really beautiful room all the stuff were so clean. We took the 27th floor it has a gergouse view from it, we spent 4nights we really enjoyed when I go to Orlando again I'm pretty sure to make a reservation at the hotel"
Hyatt Regency Grand Cypress,5,7pm,"Loved the hotel. Very nice. Great Pool, golf and activities. There was no reason to leave the resort. Rooms were nice and food was very good. A bit pricey though. Not a vacation if you are on a budget. WE would go back- had a very nice time."
Hyatt Regency Grand Cypress,4,Great hotel for the family and for the Hyatt loyalist,"My family of four (kids 3 and 6) stayed here over President's Day weekend. Hotel is clean, almost all the employees were great, location has food options and is very close to other food and there is a free shuttle to the parks. And for a big win for family with young kids- half the rooms have view of the... More"
Hyatt Regency Grand Cypress,4,Nice property,"Nice property, but very crowded. Could improve on pool management. Also wait staff very slow at the pool bar. The food quality and selection at the various restaurants was great. Pool areas are very nice, but management of the area has a lot to be desired. All chairs claimed by 8 am!"
Hyatt Regency Grand Cypress,5,Beautiful,This hotel has everything. Beautiful grounds and interior. Room was very clean with beautiful views room 549. This is a room with a pool view and excellent for watching the fireworks at Epcot and Disney. We stayed here for 3 nights but wish we had booked longer as we didn't have time to make use of the amazing pool area... More
Hyatt Regency Grand Cypress,5,Close to all things Orlando,This is an excellent property. It really fits the resort catagory. The king bed I had was very comfortable and the room had enough space to relax and work. Evry room has a balcony. My room overlooked a pond and I observed people kayaking and playing in the water. There are several excellent restaraunts. They run a shuttle to the... More
Hyatt Regency Grand Cypress,5,Great place and great location,It is close to resturants and stores.Great hotel and activities. They think of everything. Customer service is absolutly great. Room has coffee maker and the coffee they provide is starbucks. we will difinitly be back in our future trip. Thank you!
Hyatt Regency Grand Cypress,5,"Family, convention, wedding, product launch","resort which is probably 25 years young has undergone a complete remodel that will carry it for another 10 years. Rooms are fair sized with twin full beds,coffee maker, fridge. Resort fee covers pitch and putt golf, non motorized boats, bikes, transfer to parks etc. plenty of dining options and extensive grounds. Some rooms have view of fireworks shows in... More"
Hyatt Regency Grand Cypress,5,Fantastic Place for Family - Regency Club Lounge so worth it!!!!!,"I cannot say enough about our family vacation. The place is amazing. The best though is the incredible club lounge for club level guests. The food was sooo good! They accommodated gluten free every meal or snack. I was so spoiled with the Starbucks lattes on demand, cheeses, great GF grilled veggies, GF chocolate muffins and doughnuts and super reasonable... More"
Hyatt Regency Grand Cypress,5,One of the best hotels in orlando,This is my second stay here at the hyatt. The staff are always friendly and happy to help you. The facilities included in the resort fee are well worth the money such as The 2 swimming pools Pitch and put golf course Driving range 3 full size golf practice holes Boats on the lake Also the new year balloon drop... More
Hyatt Regency Grand Cypress,5,Awesome Hotel,"We stayed there for six days and we had an incredible time. The resort is so clean and there is so much to do, from bike riding, tennis, pitch and put golf, hot tubs, slides, pools, restaurants, etc. I would definitely recommend this hotel to anyone."
Hyatt Regency Grand Cypress,1,"Slow service, not worth waiting for","We waited for everything and it was never worth it. The resort section is nice for older kids, but not much there for my toddler. Very disappointed with everything: We did not get into our room until well over an hour past check in - and they have a late check in time! If you have trouble walking but do... More"
Hyatt Regency Grand Cypress,5,Relaxing Resort,"We were so impressed with the entire environment of this awesome resort. It had everything for a relaxing weekend that a couple would want. We had some awesome meals at all the restaurants on property, enjoyed the fitness center and the Marilyn Monroe SPA, what else can a couple ask for."
Hyatt Regency Grand Cypress,5,Awesome Family resort!!,We were in Orlando 3 weeks and spent the last 4 days at this hotel before heading back to UK! It's a fantastic family friendly hotel can't fault anything thing! Both my kids 12 and 8 loved all the free activities and the pool was amazing better than blizzard beach water park as per my daughter!! Well worth the money!... More
Hyatt Regency Grand Cypress,5,"Cool place, great for the price especially","We stayed here for 2 nights because the price was reasonable and the amenities looked pretty impressive...it did not disappoint. Check in was easy, everyone was friendly and we thoroughly enjoyed the stay. The heated pool was crowded but very fun. We did not eat in any of the on-site restaurants, but we did get smores at the cabana bar... More"
Holiday Inn Express Alpharetta - Roswell,5,"Great price, indoor pool and hot tub!","Great place to stay for reasonable price near Northpoint Mall. Very clean, moderate-sized, 6 foot something deep, indoor pool, and small hot tub. Staff VERY friendly and helpful! Good food at free Cont breakfast. Waffle House right across the parking lot if you are a late sleeper!"
Holiday Inn Express Alpharetta - Roswell,4,Graduation,We had a wonderful stay here. It was very clean and the staff was super friendly. We had some minor housing/maintenance issues but over all it was well worth the price. I think we ran to wal-mart at least 10 times. Lots of stores and eateries in the area. I will stay again.
Tawas Bay Beach Resort,4,Working and wished I was playing,"This place is right on the bay. Has great amenities. Was unfortunately there to work so didn't have time to partake. Rooms were okay, a little dated. But staff was cordial and the location was perfect."
Holiday Inn Express Suites Northwood,4,"Great place, friendly staff","We had a sour taste in our mouths from a previous stay in a Holiday Inn Express and were leary about staying in one again, we had no choice so we booked a room here. The staff was VERY friendly and very attentive to our needs, especially the shuttle bus driver Tina who went above and beyond her duties to... More"
Residence Inn Chicago Bloomingdale,5,Ausome! home away from home..! for last 4 weeks ! Thank You residence Inn of Bloomingdale Illinois,"Fabulous room. great beds in 2 bedroom suite, I want to thank all of the people who made my stay super.and spectacular. Staff exhibits a great deal of friendly atmosphere. Loved the special nights for a variety of meals and snacks 3 times a week special cudos to the evening staff for making it happen and treating me to that... More"
"The Press Hotel, Autograph Collection",5,Great stay!,"This hotel is excellent! It is in a great location. From the hotel you can easily walk to the port where there are a great many excellent restaurants and numerous shops to wander through. The staff was very attentive. Our room was wonderful. It was very comfortable, functional and modern. Breakfast in the hotel restaurant was very good and the... More"
"The Press Hotel, Autograph Collection",5,Unusual hotel in the heart of Portland,"I found this hotel on the internet. It was located where we wanted to be and seemed to be a bit unique. It was a great experience. The hotel is done in a newspaper theme with unique art, historic photos, carpet and accessories. The rooms, (I rented two for our group) were comfortable, clean, nicely appointed. We could walk to... More"
"The Press Hotel, Autograph Collection",5,Perfect Hotel! Spotless and Modern,"The Press hotel was perfect right from the checkin. The hotel is immaculate, the rooms are amazing and the beds are very comfortable. The bathrooms are large, newly renovated and have modern high end fixtures. Super cool hotel and we loved the art and the typewriters in the lobby. Going back for sure!!"
